timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775667318583,294,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-276,200,OK,FFMPEG50 1-2,text,true,,7636,495,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,294,0,0
1775667318492,386,FFMPEG/.within.website/x/cmd/anubis/static/img/happy.webp-274,200,OK,FFMPEG50 1-3,bin,true,,30823,546,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/happy.webp?cacheBuster=v1.25.0,385,0,0
1775667318396,483,FFMPEG/complete/search-269,200,OK,FFMPEG50 1-5,text,true,,9196,281,5,5,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,483,0,282
1775667318878,289,FFMPEG/.within.website/x/cmd/anubis/static/img/pensive.webp-273,200,OK,FFMPEG50 1-3,bin,true,,29143,548,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/pensive.webp?cacheBuster=v1.25.0,289,0,0
1775667319167,293,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-278,200,OK,FFMPEG50 1-3,text,true,,7636,495,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,293,0,0
1775667318878,585,FFMPEG/-282,200,OK,FFMPEG50 1-2,text,true,,3418,662,5,5,https://git-scm.com/,185,0,87
1775667318878,185,FFMPEG/-282-0,301,Moved Permanently,FFMPEG50 1-2,,true,,196,331,5,5,http://git-scm.com/,185,0,87
1775667319064,399,FFMPEG/-282-1,200,OK,FFMPEG50 1-2,text,true,,3222,331,5,5,https://git-scm.com/,398,0,297
1775667319463,288,FFMPEG/complete/search-281,200,OK,FFMPEG50 1-2,text,true,,9333,281,5,5,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,288,0,0
1775667319461,296,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-279,200,OK,FFMPEG50 1-3,text,true,,7636,495,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,296,0,0
1775667319751,92,FFMPEG/-283,200,OK,FFMPEG50 1-2,text,true,,3222,435,5,5,https://git-scm.com/,91,0,0
1775667318879,965,FFMPEG/-270,200,OK,FFMPEG50 1-5,text,false,"The operation lasted too long: It took 965 milliseconds, but should not have lasted longer than 600 milliseconds.",2718,462,5,5,https://trac.ffmpeg.org/,965,0,586
1775667319843,102,FFMPEG/about-306,200,OK,FFMPEG50 1-2,text,true,,3578,478,5,5,https://git-scm.com/about,102,0,0
1775667319946,98,FFMPEG/about/trademark-310,200,OK,FFMPEG50 1-2,text,true,,5841,493,5,5,https://git-scm.com/about/trademark,95,0,0
1775667319845,301,FFMPEG/.within.website/x/cmd/anubis/static/js/main.mjs-272,200,OK,FFMPEG50 1-5,text,true,,6049,457,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/main.mjs?cacheBuster=v1.25.0,301,0,0
1775667320045,285,FFMPEG/learn-311,200,OK,FFMPEG50 1-2,text,true,,3189,493,5,5,https://git-scm.com/learn,285,0,0
1775667320330,97,FFMPEG/book-316,200,OK,FFMPEG50 1-2,text,true,,1067,482,6,6,https://git-scm.com/book,97,0,0
1775667320427,195,FFMPEG/book/en/v2-317,200,OK,FFMPEG50 1-2,text,true,,8049,467,6,6,https://git-scm.com/book/en/v2,193,0,0
1775667318675,1954,FFMPEG/.within.website/x/xess/xess.min.css-271,200,OK,FFMPEG50 1-4,text,false,"The operation lasted too long: It took 1,954 milliseconds, but should not have lasted longer than 600 milliseconds.",194991,477,6,6,https://trac.ffmpeg.org/.within.website/x/xess/xess.min.css?cachebuster=v1.25.0,292,0,0
1775667320622,97,FFMPEG/cheat-sheet-320,200,OK,FFMPEG50 1-2,text,true,,10282,494,6,6,https://git-scm.com/cheat-sheet,96,0,0
1775667320719,97,FFMPEG/doc/ext-321,200,OK,FFMPEG50 1-2,text,true,,5116,491,6,6,https://git-scm.com/doc/ext,97,0,0
1775667320396,526,FFMPEG/complete/search-269,200,OK,FFMPEG50 1-6,text,true,,9222,281,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,526,0,326
1775667320629,294,FFMPEG/.within.website/x/cmd/anubis/static/locales/en.json-275,200,OK,FFMPEG50 1-4,text,true,,5874,455,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/locales/en.json,293,0,0
1775667318386,2680,FFMPEG/library/cover/9781491911204/250w-331,200,OK,FFMPEG50 1-1,bin,false,"The operation lasted too long: It took 2,680 milliseconds, but should not have lasted longer than 600 milliseconds.",33724,995,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,1557,0,683
1775667318386,1557,FFMPEG/library/cover/9781491911204/250w-331-0,301,Moved Permanently,FFMPEG50 1-1,text,true,,2443,497,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w,1557,0,683
1775667319943,1123,FFMPEG/library/cover/9781491911204/250w-331-1,200,OK,FFMPEG50 1-1,bin,true,,31281,498,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,973,0,485
1775667319757,1348,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-280,200,OK,FFMPEG50 1-3,text,false,"The operation lasted too long: It took 1,348 milliseconds, but should not have lasted longer than 600 milliseconds.",7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,389,0,0
1775667321067,147,FFMPEG/tools-333,200,OK,FFMPEG50 1-1,text,true,,3066,485,6,6,https://git-scm.com/tools,146,0,0
1775667320923,349,FFMPEG/.within.website/x/cmd/anubis/static/img/happy.webp-274,200,OK,FFMPEG50 1-4,bin,true,,30823,546,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/happy.webp?cacheBuster=v1.25.0,308,0,0
1775667321105,270,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-277,200,OK,FFMPEG50 1-3,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,270,0,0
1775667321273,394,FFMPEG/.within.website/x/cmd/anubis/static/img/pensive.webp-273,200,OK,FFMPEG50 1-4,bin,true,,29143,548,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/pensive.webp?cacheBuster=v1.25.0,383,0,0
1775667321376,297,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-276,200,OK,FFMPEG50 1-3,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,296,0,0
1775667321214,662,FFMPEG/covers/urn:orm:book:9781098133900/400w/-332,200,OK,FFMPEG50 1-1,bin,false,"The operation lasted too long: It took 662 milliseconds, but should not have lasted longer than 600 milliseconds.",60199,504,6,6,https://learning.oreilly.com/covers/urn:orm:book:9781098133900/400w/,453,0,0
1775667320146,1754,FFMPEG/.within.website/x/xess/xess.min.css-271,200,OK,FFMPEG50 1-5,text,false,"The operation lasted too long: It took 1,754 milliseconds, but should not have lasted longer than 600 milliseconds.",194991,477,6,6,https://trac.ffmpeg.org/.within.website/x/xess/xess.min.css?cachebuster=v1.25.0,388,0,0
1775667321876,50,FFMPEG/install/linux-337,200,OK,FFMPEG50 1-1,text,true,,3606,491,6,6,https://git-scm.com/install/linux,47,0,0
1775667320923,1024,FFMPEG/-270,200,OK,FFMPEG50 1-6,text,false,"The operation lasted too long: It took 1,024 milliseconds, but should not have lasted longer than 600 milliseconds.",2718,462,6,6,https://trac.ffmpeg.org/,1024,0,738
1775667321673,294,FFMPEG/-282,200,OK,FFMPEG50 1-3,text,true,,3418,662,6,6,https://git-scm.com/,71,0,31
1775667321673,71,FFMPEG/-282-0,301,Moved Permanently,FFMPEG50 1-3,,true,,196,331,6,6,http://git-scm.com/,71,0,31
1775667321745,222,FFMPEG/-282-1,200,OK,FFMPEG50 1-3,text,true,,3222,331,6,6,https://git-scm.com/,222,0,147
1775667321926,56,FFMPEG/community-338,200,OK,FFMPEG50 1-1,text,true,,5047,495,6,6,https://git-scm.com/community,56,0,0
1775667321982,47,FFMPEG/community/logos-339,200,OK,FFMPEG50 1-1,text,true,,3452,497,6,6,https://git-scm.com/community/logos,46,0,0
1775667321967,123,FFMPEG/complete/search-281,200,OK,FFMPEG50 1-3,text,true,,1352,281,5,5,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,123,0,0
1775667322090,47,FFMPEG/-283,200,OK,FFMPEG50 1-3,text,true,,3222,435,5,5,https://git-scm.com/,46,0,0
1775667321901,248,FFMPEG/.within.website/x/cmd/anubis/static/locales/en.json-275,200,OK,FFMPEG50 1-5,text,true,,5874,455,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/locales/en.json,248,0,0
1775667322137,41,FFMPEG/about-306,200,OK,FFMPEG50 1-3,text,true,,3578,478,5,5,https://git-scm.com/about,41,0,0
1775667321948,288,FFMPEG/.within.website/x/cmd/anubis/static/js/main.mjs-272,200,OK,FFMPEG50 1-6,text,true,,6049,457,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/main.mjs?cacheBuster=v1.25.0,288,0,0
1775667322178,62,FFMPEG/about/trademark-310,200,OK,FFMPEG50 1-3,text,true,,5841,493,5,5,https://git-scm.com/about/trademark,61,0,0
1775667321667,583,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-278,200,OK,FFMPEG50 1-4,text,true,,7636,495,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,583,0,0
1775667322240,43,FFMPEG/learn-311,200,OK,FFMPEG50 1-3,text,true,,3189,493,5,5,https://git-scm.com/learn,42,0,0
1775667322284,34,FFMPEG/book-316,200,OK,FFMPEG50 1-3,text,true,,1067,482,5,5,https://git-scm.com/book,34,0,0
1775667322318,55,FFMPEG/book/en/v2-317,200,OK,FFMPEG50 1-3,text,true,,8049,467,5,5,https://git-scm.com/book/en/v2,54,0,0
1775667322150,266,FFMPEG/.within.website/x/cmd/anubis/static/img/happy.webp-274,200,OK,FFMPEG50 1-5,bin,true,,30823,546,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/happy.webp?cacheBuster=v1.25.0,253,0,0
1775667322373,46,FFMPEG/cheat-sheet-320,200,OK,FFMPEG50 1-3,text,true,,10282,494,6,6,https://git-scm.com/cheat-sheet,45,0,0
1775667322419,41,FFMPEG/doc/ext-321,200,OK,FFMPEG50 1-3,text,true,,5116,491,6,6,https://git-scm.com/doc/ext,39,0,0
1775667322250,264,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-279,200,OK,FFMPEG50 1-4,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,263,0,0
1775667322396,257,FFMPEG/complete/search-269,200,OK,FFMPEG50 1-7,text,true,,1416,281,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,257,0,140
1775667322417,275,FFMPEG/.within.website/x/cmd/anubis/static/img/pensive.webp-273,200,OK,FFMPEG50 1-5,bin,true,,29143,548,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/img/pensive.webp?cacheBuster=v1.25.0,255,0,0
1775667320817,1949,FFMPEG/library/cover/9781491911204/250w-331,200,OK,FFMPEG50 1-2,bin,false,"The operation lasted too long: It took 1,949 milliseconds, but should not have lasted longer than 600 milliseconds.",33724,995,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,1166,0,306
1775667320817,1166,FFMPEG/library/cover/9781491911204/250w-331-0,301,Moved Permanently,FFMPEG50 1-2,text,true,,2443,497,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w,1166,0,306
1775667321984,782,FFMPEG/library/cover/9781491911204/250w-331-1,200,OK,FFMPEG50 1-2,bin,true,,31281,498,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,648,0,240
1775667322514,257,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-280,200,OK,FFMPEG50 1-4,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,254,0,0
1775667322766,44,FFMPEG/tools-333,200,OK,FFMPEG50 1-2,text,true,,3066,485,6,6,https://git-scm.com/tools,40,0,0
1775667322692,260,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-278,200,OK,FFMPEG50 1-5,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,259,0,0
1775667322771,277,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-277,200,OK,FFMPEG50 1-4,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,277,0,0
1775667322952,277,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-279,200,OK,FFMPEG50 1-5,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,274,0,0
1775667322810,593,FFMPEG/covers/urn:orm:book:9781098133900/400w/-332,200,OK,FFMPEG50 1-2,bin,true,,60200,504,6,6,https://learning.oreilly.com/covers/urn:orm:book:9781098133900/400w/,385,0,0
1775667323049,361,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-276,200,OK,FFMPEG50 1-4,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,360,0,0
1775667322654,783,FFMPEG/-270,200,OK,FFMPEG50 1-7,text,false,"The operation lasted too long: It took 783 milliseconds, but should not have lasted longer than 600 milliseconds.",2723,462,6,6,https://trac.ffmpeg.org/,782,0,495
1775667323403,55,FFMPEG/install/linux-337,200,OK,FFMPEG50 1-2,text,true,,3606,491,6,6,https://git-scm.com/install/linux,55,0,0
1775667322460,1011,FFMPEG/library/cover/9781491911204/250w-331,200,OK,FFMPEG50 1-3,bin,false,"The operation lasted too long: It took 1,011 milliseconds, but should not have lasted longer than 600 milliseconds.",33724,995,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,423,0,242
1775667322460,423,FFMPEG/library/cover/9781491911204/250w-331-0,301,Moved Permanently,FFMPEG50 1-3,text,true,,2443,497,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w,423,0,242
1775667322883,588,FFMPEG/library/cover/9781491911204/250w-331-1,200,OK,FFMPEG50 1-3,bin,true,,31281,498,6,6,https://learning.oreilly.com/library/cover/9781491911204/250w/,520,0,290
1775667323230,273,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-280,200,OK,FFMPEG50 1-5,text,true,,7636,495,6,6,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,273,0,0
1775667323459,48,FFMPEG/community-338,200,OK,FFMPEG50 1-2,text,true,,5253,495,6,6,https://git-scm.com/community,47,0,0
1775667323471,48,FFMPEG/tools-333,200,OK,FFMPEG50 1-3,text,true,,3066,485,6,6,https://git-scm.com/tools,47,0,0
1775667323507,52,FFMPEG/community/logos-339,200,OK,FFMPEG50 1-2,text,true,,3452,497,6,6,https://git-scm.com/community/logos,52,0,0
1775667323410,191,FFMPEG/-282,200,OK,FFMPEG50 1-4,text,true,,3418,662,5,5,https://git-scm.com/,74,0,32
1775667323410,74,FFMPEG/-282-0,301,Moved Permanently,FFMPEG50 1-4,,true,,196,331,5,5,http://git-scm.com/,74,0,32
1775667323485,116,FFMPEG/-282-1,200,OK,FFMPEG50 1-4,text,true,,3222,331,5,5,https://git-scm.com/,116,0,77
1775667323437,249,FFMPEG/.within.website/x/cmd/anubis/static/js/main.mjs-272,200,OK,FFMPEG50 1-7,text,true,,6049,457,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/main.mjs?cacheBuster=v1.25.0,249,0,0
1775667323504,267,FFMPEG/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs-277,200,OK,FFMPEG50 1-5,text,true,,7636,495,5,5,https://trac.ffmpeg.org/.within.website/x/cmd/anubis/static/js/worker/sha256-purejs.mjs?cacheBuster=v1.25.0,256,0,0
1775667323519,253,FFMPEG/covers/urn:orm:book:9781098133900/400w/-332,200,OK,FFMPEG50 1-3,bin,true,,60200,504,5,5,https://learning.oreilly.com/covers/urn:orm:book:9781098133900/400w/,160,0,0
1775667323601,171,FFMPEG/complete/search-281,200,OK,FFMPEG50 1-4,text,true,,16036,281,5,5,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,171,0,0
1775667323773,50,FFMPEG/-283,200,OK,FFMPEG50 1-4,text,true,,3222,435,5,5,https://git-scm.com/,42,0,0
1775667323772,51,FFMPEG/install/linux-337,200,OK,FFMPEG50 1-3,text,true,,3606,491,5,5,https://git-scm.com/install/linux,51,0,0
